Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Moyamba Static 2 CHC,September 2020,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D)",67.0,<=,0.0,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mc"
Moyeamoh CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",12.0,<=,6.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Moyeamoh CHP,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",21.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Moyeamoh CHP,September 2020,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D)",12.0,<=,0.0,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Losses / Adjustments (C)"
Moyeamoh CHP,September 2020,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D) Validation",Medium,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D)",10.0,<=,0.0,"Vitamin A 100,000 IU (Blue), Caps - Opening Balance (A) + Vitamin A 100,000 IU (Blue), Caps - Quantity Received (B) + Vitamin A 100,000 IU (Blue), Caps - Losses / Adjustments (C)"
Moyeamoh CHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Moyollo MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Njagbahun (Fakunya) MCHP,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),475.0,<=,27.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Njagbahun (Lower Banta) MCHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Njagbahun (Lower Banta) MCHP,September 2020,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Opening Balance (A) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Received (B) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Losses / Adjustments ("
Njama (Kowa) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Njama (Kowa) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Plaintain Island MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),6.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Plaintain Island MCHP,September 2020,"LMIS_REP_H Condom, Female - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Female - Quantity Dispensed (D)",53.0,<=,0.0,"LMIS_REP_H Condom, Female - Opening Balance (A) + LMIS_REP_H Condom, Female - Quantity Received (B) + LMIS_REP_H Condom, Female - Losses / Adjustments (C)"
Plaintain Island MCHP,September 2020,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D)",15.0,<=,6.0,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mc"
Rokolor MCHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",32.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Rokolor MCHP,September 2020,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Opening Balance (A) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Received (B) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Losses / Adjustments (C)"
Rotawa CHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Rotawa CHP,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Rotawa CHP,September 2020,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D) Validation,Medium,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D),62.0,<=,0.0,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Opening Balance (A) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Received (B) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Losses / Adjustments (C)
Rotifunk CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",77.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Rotifunk CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",21.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Rotifunk CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Rotifunk CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",21.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Salina CHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",210.0,<=,200.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Salina CHP,September 2020,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D)",13.0,<=,0.0,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Ethinylestradiol &"
Salina CHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Sembehun (Bagruwa) CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Losses / Adjustments (C)"
Sembehun (Bagruwa) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Sembehun (Bagruwa) CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Dispensed (D)",28.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Losses / Adjustments (C)"
Sembehun (Bagruwa) CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold  - Quantity Dispensed (D)",7.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Losses / Adjustments (C)"
Sembehunwo MCHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",120.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D)",300.0,<=,0.0,"LMIS_EM&CONS IV Giving Set, Pcs - Opening Balance (A) + LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Received (B) + LMIS_EM&CONS IV Giving Set, Pcs - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Diazepam 5mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Diazepam 5mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",3.0,<=,0.0,"LMIS_EM&CONS Diazepam 5mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Diazepam 5mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Diazepam 5mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",3.0,<=,0.0,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D)",11.0,<=,0.0,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag - Opening Balance (A) + LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Received (B) + LMIS_EM&CONS Compound Sodium (Ringer's) La"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",500.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",602.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Senehun (Kamajei) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",99.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Losses / A"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",1220.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",360.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",500.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D)",7.0,<=,0.0,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot - Opening Balance (A) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Received (B) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Opening Balance (A) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Received (B) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Losses / Adjustments ("
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
